age,job_n,marital_n,education_n,housing_n,month_n,pdays_n,duration,cons.conf.idx
44,2,0,3,1,0,0,133,-46.2
40,6,1,6,0,5,0,139,-42.0
63,5,0,5,1,8,0,144,-47.1
44,2,0,1,1,2,0,97,-42.7
35,2,1,1,0,2,0,136,-42.7
48,3,0,0,0,3,0,96,-36.1
32,3,0,3,0,0,0,90,-36.4
38,2,0,6,1,2,0,124,-42.7
35,2,1,6,0,2,0,863,-42.7
53,3,0,3,0,1,0,578,-40.8
32,2,1,6,0,1,13,856,-39.8
32,3,0,2,0,0,0,630,-46.2
59,5,0,0,1,3,0,162,-36.1
55,2,2,1,2,5,0,370,-42.0
38,2,2,1,1,0,0,224,-36.4
54,3,0,0,2,3,0,88,-36.1
32,4,2,4,0,5,0,288,-42.0
30,8,1,6,0,1,0,39,-41.8
42,6,0,6,0,5,0,316,-42.0
33,0,0,0,2,0,0,129,-36.4
28,1,1,6,1,9,0,274,-29.8
39,8,1,6,0,0,0,180,-46.2
44,1,2,1,0,0,0,220,-36.4
56,5,0,2,0,2,0,120,-42.7
27,1,0,1,1,0,0,245,-36.4
34,2,0,1,0,0,0,811,-46.2
29,6,1,6,0,0,0,99,-36.4
20,11,1,0,1,8,0,240,-34.6
60,5,0,2,2,1,0,110,-40.8
25,11,1,1,1,2,0,112,-33.6
35,4,1,6,1,0,0,200,-46.2
48,4,0,4,1,0,0,306,-36.4
28,3,0,3,1,2,0,138,-42.7
41,1,0,4,1,2,0,348,-42.7
37,10,2,1,1,2,0,276,-42.7
44,3,0,5,0,0,0,431,-36.4
30,1,1,1,1,2,0,1576,-42.7
44,3,0,0,1,0,0,234,-36.4
41,6,2,6,0,5,0,57,-42.0
27,1,1,1,1,1,0,25,-41.8
42,1,0,1,0,0,0,252,-36.4
36,6,0,6,0,3,0,46,-36.1
53,4,0,3,1,2,0,144,-42.7
39,3,0,4,1,2,0,55,-42.7
47,6,0,3,0,5,0,97,-42.0
55,6,2,6,0,5,0,89,-42.0
53,2,0,6,1,0,0,68,-36.4
41,4,0,5,0,2,0,250,-42.7
35,3,0,3,1,2,0,157,-42.7
42,4,1,5,0,0,0,162,-36.4
50,3,0,3,1,3,0,60,-36.1
68,5,0,1,1,8,0,194,-47.1
43,3,0,3,0,8,0,608,-47.1
41,8,0,6,1,0,0,796,-36.4
31,2,1,6,1,3,0,465,-36.1
35,4,0,4,0,2,0,126,-42.7
35,1,0,1,0,0,0,267,-36.4
39,6,0,6,0,5,0,368,-42.0
42,2,1,6,0,5,0,72,-42.0
31,8,1,1,0,2,0,364,-42.7
34,3,0,2,0,1,0,651,-41.8
32,2,1,6,2,3,0,107,-36.1
46,4,2,6,1,2,0,223,-42.7
44,7,0,1,1,3,0,284,-31.4
50,3,0,2,1,3,0,118,-36.1
29,2,1,6,1,4,0,526,-49.5
35,1,2,4,1,0,0,294,-36.4
43,2,0,6,0,2,0,136,-42.7
29,3,0,4,1,0,0,79,-36.4
21,11,1,1,0,4,0,238,-26.9
78,9,0,5,1,9,0,95,-29.8
30,4,1,4,1,3,0,55,-36.1
42,1,2,1,0,0,0,117,-36.4
43,1,0,3,0,0,0,102,-36.4
25,1,2,1,1,1,0,437,-40.8
33,3,0,3,0,2,0,286,-42.7
25,2,1,3,1,2,0,37,-42.7
45,6,0,6,0,2,0,542,-42.7
33,2,1,6,1,2,0,366,-42.7
49,3,0,3,0,2,0,76,-42.7
29,8,1,6,1,5,0,51,-42.0
34,2,0,6,1,3,0,365,-36.1
50,10,0,0,0,1,0,20,-41.8
40,2,1,6,1,2,0,281,-42.7
22,2,1,6,2,1,0,835,-40.8
52,3,0,0,1,3,0,171,-36.1
37,2,0,6,0,8,0,58,-47.1
32,4,0,1,0,1,0,112,-40.8
32,2,0,6,0,3,0,149,-36.1
58,10,2,4,1,0,0,165,-46.2
34,2,0,6,1,0,0,103,-46.2
48,2,2,4,1,0,0,427,-36.4
51,0,0,1,0,5,0,305,-42.0
42,3,0,2,1,0,0,189,-36.4
47,1,1,2,0,0,0,307,-46.2
34,2,0,1,1,2,0,293,-42.7
35,8,0,6,0,3,0,112,-36.1
33,3,1,2,0,0,0,35,-46.2
37,11,0,4,1,3,0,72,-36.1
43,0,0,0,0,2,0,206,-42.7
41,10,2,4,1,2,0,72,-42.7
34,4,1,4,0,0,0,1221,-46.2
30,1,0,4,0,5,0,84,-42.0
51,4,0,4,1,2,0,248,-42.7
40,1,0,2,1,0,0,260,-36.4
30,4,0,4,0,0,0,252,-36.4
30,1,0,1,1,5,0,73,-42.0
49,2,1,1,1,2,0,470,-42.7
48,2,0,6,0,5,0,364,-42.0
62,7,0,1,1,3,0,250,-31.4
39,4,2,4,0,0,0,83,-46.2
41,4,0,6,0,1,0,145,-41.8
28,2,0,6,1,2,0,529,-42.7
45,3,0,0,1,0,0,8,-46.2
51,6,2,1,0,5,0,486,-42.0
28,4,1,6,1,2,0,175,-40.3
47,3,0,3,1,1,0,160,-41.8
35,0,0,0,0,0,0,205,-36.4
32,2,0,6,1,0,0,70,-36.4
40,2,2,6,2,2,0,145,-42.7
32,2,0,6,1,1,3,712,-40.8
53,2,2,1,1,0,0,64,-36.4
35,3,0,5,0,2,0,560,-42.7
42,4,0,1,1,8,0,163,-47.1
61,5,0,3,1,9,0,104,-29.8
36,4,1,4,1,0,0,228,-46.2
29,2,1,6,1,1,0,359,-41.8
24,1,1,1,0,1,0,150,-40.8
25,8,1,6,1,1,0,382,-40.8
29,2,1,6,1,3,0,67,-36.1
30,2,0,2,1,2,0,53,-42.7
66,5,0,0,1,4,0,369,-49.5
38,4,2,6,0,8,0,141,-47.1
30,3,1,3,0,5,0,204,-42.0
35,3,0,5,1,2,0,149,-42.7
33,8,2,6,0,0,0,345,-46.2
56,4,0,4,1,0,0,483,-40.0
37,10,2,1,1,2,0,812,-42.7
41,4,2,4,1,3,0,122,-36.1
35,7,0,6,0,0,0,76,-46.2
33,6,1,6,1,0,0,112,-46.2
26,4,2,4,1,2,0,348,-42.7
41,1,2,1,0,0,0,516,-36.4
27,3,0,3,1,0,0,241,-36.4
40,2,0,4,0,8,0,98,-47.1
57,5,2,3,1,0,0,69,-46.2
41,4,0,4,1,1,0,47,-41.8
35,1,2,6,0,2,0,654,-42.7
31,2,1,6,1,0,0,569,-36.4
29,4,1,4,0,3,0,111,-36.1
48,10,0,6,1,2,0,413,-42.7
32,4,1,1,1,1,0,127,-41.8
41,6,0,6,1,5,0,176,-42.0
43,3,1,2,0,2,0,79,-42.7
30,7,0,3,0,2,0,154,-42.7
58,5,2,6,1,8,0,282,-47.1
34,6,1,1,1,5,0,175,-42.0
26,3,1,3,0,0,0,204,-36.4
26,6,1,6,0,2,0,352,-42.7
50,3,0,3,1,2,0,215,-42.7
29,3,1,3,1,2,0,254,-42.7
54,3,2,0,0,0,0,208,-36.4
50,2,0,3,1,0,0,412,-36.4
33,6,0,6,1,0,0,95,-36.4
37,4,0,4,1,5,0,222,-42.0
28,7,1,1,0,0,0,109,-36.4
32,4,0,4,0,3,0,239,-36.1
46,2,0,6,1,2,0,112,-42.7
54,1,0,5,0,0,0,114,-36.4
56,2,0,1,1,0,0,49,-36.4
38,3,0,3,1,8,0,22,-47.1
25,2,0,5,0,0,0,389,-36.4
32,6,1,0,0,0,0,73,-36.4
52,3,0,0,1,2,0,294,-42.7
47,4,0,4,1,2,0,586,-42.7
29,3,1,3,2,1,0,158,-41.8
51,5,0,3,1,2,0,276,-42.7
36,2,0,6,1,1,0,127,-41.8
28,3,1,3,1,4,0,4,-49.5
38,4,1,6,1,8,0,31,-47.1
36,2,0,1,1,0,0,259,-36.4
33,8,1,1,0,0,0,238,-46.2
26,2,0,1,1,8,0,61,-47.1
51,3,0,3,0,0,0,21,-36.4
50,10,0,6,0,5,0,102,-42.0
33,4,1,6,1,3,0,80,-36.1
27,6,1,1,2,1,0,155,-41.8
38,2,0,1,2,0,0,295,-46.2
32,4,1,6,1,3,0,388,-36.1
35,3,0,3,0,1,0,579,-41.8
54,3,0,3,0,0,0,423,-46.2
35,2,0,1,0,3,2,155,-31.4
37,1,0,1,1,0,0,81,-46.2
52,10,0,2,1,0,0,69,-46.2
31,2,0,3,1,0,0,199,-36.4
35,2,0,1,0,4,2,302,-26.9
30,2,1,6,0,3,0,340,-36.1
30,3,0,5,0,1,0,118,-41.8
47,2,0,1,0,3,0,61,-36.1
33,2,0,3,0,0,0,83,-36.4
36,4,0,6,1,3,0,85,-36.1
28,2,0,6,0,2,0,690,-42.7
47,3,2,3,1,0,0,30,-36.4
28,3,2,1,1,2,0,251,-42.7
53,9,0,1,1,0,0,125,-36.4
30,8,1,6,2,3,0,148,-38.3
30,4,0,4,1,0,0,253,-36.4
36,2,1,1,1,2,0,393,-42.7
56,2,0,1,1,0,0,166,-36.4
40,7,1,0,0,1,0,459,-40.8
55,5,0,0,0,1,3,553,-40.8
26,11,1,1,1,8,1,888,-34.6
50,10,0,0,1,5,0,217,-42.0
56,6,0,3,1,5,0,62,-42.0
38,6,0,6,1,5,0,182,-42.0
26,4,1,6,1,0,0,173,-46.2
36,10,0,6,0,0,0,180,-36.4
52,2,2,6,1,0,0,938,-36.4
48,4,0,6,0,5,0,373,-42.0
35,3,0,0,1,8,0,119,-47.1
32,4,0,5,1,2,0,1973,-42.7
24,1,1,1,1,0,0,689,-46.2
53,8,2,3,0,1,0,60,-41.8
46,4,0,4,1,3,0,182,-31.4
29,3,0,3,1,2,0,104,-42.7
42,3,1,0,2,2,0,385,-42.7
56,6,0,6,1,3,0,370,-31.4
41,3,0,5,0,2,0,516,-42.7
54,2,0,6,0,3,0,119,-36.1
37,2,2,6,1,0,0,302,-46.2
39,4,2,4,1,3,0,23,-36.1
26,4,1,4,1,2,0,173,-42.7
48,4,0,6,0,3,0,109,-36.1
56,0,2,0,0,0,0,115,-36.4
29,1,0,4,0,3,0,836,-36.1
37,10,0,6,0,5,0,184,-42.0
26,2,1,6,0,1,0,394,-41.8
37,7,1,6,1,5,0,76,-42.0
25,8,0,6,1,1,0,57,-40.8
33,1,0,1,0,0,0,146,-36.4
23,6,1,6,1,2,0,804,-42.7
27,2,1,1,1,0,0,132,-46.2
44,6,0,6,1,3,0,96,-36.1
48,4,2,4,1,2,0,360,-42.7
35,4,1,6,0,2,0,480,-42.7
49,3,0,4,1,0,0,145,-46.2
44,6,0,6,0,0,0,245,-36.4
21,11,1,5,1,0,0,374,-46.2
47,3,0,0,0,0,0,136,-36.4
50,2,1,3,0,0,0,52,-46.2
34,4,1,6,1,5,0,82,-42.0
59,4,2,3,1,2,0,85,-42.7
40,3,0,3,1,1,0,154,-41.8
35,2,1,1,0,5,8,98,-30.1
36,6,0,6,1,0,0,128,-46.2
34,3,1,1,0,2,0,118,-42.7
44,3,0,0,0,0,0,1452,-36.4
43,4,0,2,1,0,0,261,-36.4
39,4,0,4,0,0,0,125,-36.4
42,3,0,3,0,2,0,349,-42.7
34,2,1,6,1,3,0,667,-36.1
49,0,1,1,0,1,0,32,-41.8
58,2,2,6,0,5,0,178,-42.0
31,1,0,1,0,5,0,62,-42.0
44,10,0,6,0,5,0,67,-42.0
32,6,1,6,1,8,0,709,-47.1
43,6,1,6,1,2,0,92,-42.7
25,2,1,6,1,0,0,163,-46.2
48,2,0,6,1,3,0,116,-36.1
32,3,1,4,0,0,0,343,-46.2
36,3,0,3,1,0,0,82,-46.2
41,0,0,1,1,0,0,262,-36.4
54,0,0,4,0,4,0,187,-26.9
30,6,0,6,1,9,0,20,-37.5
35,6,0,1,1,5,0,159,-42.0
28,2,1,6,1,2,0,13,-42.7
46,10,0,6,1,8,0,285,-47.1
47,3,0,4,1,0,0,15,-36.4
45,2,2,1,1,8,0,47,-47.1
45,2,2,6,1,5,0,140,-30.1
61,5,0,1,1,9,3,117,-29.8
29,4,0,6,1,3,0,242,-36.1
35,10,0,1,0,1,0,340,-41.8
27,2,1,1,0,0,0,682,-36.4
56,6,2,1,0,0,0,218,-36.4
59,0,0,0,0,2,0,121,-42.7
29,3,0,3,1,0,0,78,-46.2
55,2,0,6,1,3,0,358,-36.1
28,11,0,6,1,8,0,346,-47.1
60,5,2,1,0,0,0,781,-46.2
62,2,0,6,0,3,0,68,-31.4
25,3,1,3,0,2,0,173,-42.7
58,5,0,6,1,3,0,100,-31.4
27,11,1,6,0,1,3,237,-39.8
37,4,1,6,1,3,2,73,-31.4
20,11,1,1,1,3,0,532,-31.4
46,3,0,2,1,3,0,398,-36.1
32,2,1,6,1,3,0,255,-36.1
31,4,0,4,1,3,0,270,-36.1
34,1,1,3,1,0,0,1168,-36.4
40,1,0,6,1,2,0,131,-42.7
30,10,0,1,2,1,0,120,-41.8
40,8,0,1,1,0,0,83,-36.4
28,3,1,2,1,2,0,400,-42.7
38,3,0,2,0,2,0,728,-42.7
45,4,0,4,1,3,0,94,-36.1
51,4,0,1,0,2,0,73,-42.7
35,8,0,6,0,5,0,8,-42.0
53,3,2,1,1,8,0,0,-47.1
42,2,1,6,0,2,0,125,-42.7
57,4,0,1,0,0,0,315,-36.4
45,3,0,5,0,0,0,223,-36.4
46,4,0,4,0,1,0,215,-40.8
37,3,0,1,1,8,0,233,-47.1
46,4,1,4,0,3,0,824,-36.1
32,4,1,4,1,5,0,86,-42.0
25,11,1,1,0,4,0,294,-26.9
35,4,1,6,0,0,0,58,-36.4
32,6,2,0,0,0,0,396,-36.4
32,4,0,6,0,3,0,67,-36.1
30,3,1,1,0,0,0,76,-36.4
42,3,0,2,1,0,0,219,-46.2
33,4,1,1,1,3,0,73,-36.1
34,3,0,0,0,1,0,78,-41.8
40,6,0,6,0,2,0,630,-42.7
32,4,1,6,1,3,0,114,-36.1
56,3,0,0,1,2,0,508,-42.7
34,0,0,1,0,0,0,142,-46.2
29,4,0,4,0,2,0,156,-42.7
34,2,0,6,0,0,0,138,-46.2
47,3,0,3,0,0,0,139,-46.2
50,2,0,1,0,5,0,46,-42.0
34,2,1,6,0,1,0,128,-41.8
49,0,0,0,0,0,0,283,-36.4
48,1,2,1,1,5,0,90,-42.0
26,3,0,3,1,8,0,77,-47.1
49,2,2,6,0,0,0,216,-36.4
31,2,1,1,0,2,0,96,-42.7
63,5,0,6,0,3,0,177,-31.4
28,2,1,1,1,7,0,300,-50.0
36,3,0,3,1,0,0,140,-46.2
39,3,2,2,1,0,0,305,-36.4
60,10,0,0,1,0,0,82,-36.4
52,3,0,0,0,0,0,371,-36.4
33,1,0,1,0,2,0,1060,-42.7
44,3,0,5,0,2,0,118,-42.7
31,6,0,6,0,3,0,129,-36.1
41,8,0,6,1,3,0,93,-36.1
42,7,2,1,1,0,0,157,-36.4
32,4,1,1,0,3,0,106,-36.1
45,3,0,3,0,0,0,22,-36.4
39,3,0,3,0,0,0,37,-46.2
59,5,0,0,1,1,0,263,-40.8
46,3,0,0,0,0,0,115,-36.4
35,3,0,3,1,2,0,170,-42.7
21,1,1,1,1,0,0,136,-46.2
36,1,1,5,0,0,0,137,-36.4
57,2,0,6,0,5,3,182,-30.1
58,5,0,1,0,3,0,360,-31.4
42,1,1,1,0,1,0,207,-41.8
37,3,1,3,1,0,0,248,-36.4
22,4,1,5,1,0,0,106,-46.2
55,5,0,0,1,2,0,129,-42.7
30,2,1,6,1,8,0,178,-47.1
53,5,0,0,1,0,0,591,-36.4
28,2,1,6,1,2,0,248,-42.7
28,3,0,3,0,0,0,157,-46.2
38,3,0,2,1,1,0,382,-41.8
35,1,0,1,1,2,0,377,-42.7
36,3,0,0,0,0,0,544,-36.4
53,4,0,4,0,0,0,206,-46.2
51,2,0,6,1,3,0,119,-36.1
43,7,0,3,0,1,0,633,-41.8
53,4,2,1,1,0,0,151,-46.2
34,3,0,3,1,0,0,41,-46.2
33,4,1,4,1,3,0,719,-36.1
32,1,0,1,0,0,0,213,-36.4
52,8,1,6,1,0,0,37,-36.4
22,7,1,1,0,2,0,82,-42.7
31,2,1,6,1,0,0,440,-46.2
66,5,0,4,1,8,0,222,-47.1
26,6,1,6,0,2,0,517,-42.7
27,2,0,1,1,2,0,141,-42.7
28,8,1,6,1,1,0,187,-40.8
46,1,0,1,1,8,0,180,-47.1
24,4,1,4,0,1,2,227,-40.8
54,8,0,6,1,4,0,72,-49.5
36,8,1,6,0,1,2,458,-39.8
27,3,1,2,1,0,0,9,-46.2
37,3,2,3,1,2,0,194,-42.7
54,2,0,6,1,5,0,455,-30.1
50,4,0,4,1,0,0,275,-36.4
28,3,1,3,0,1,0,138,-41.8
25,7,0,1,0,1,0,125,-40.8
28,7,0,1,1,0,0,155,-46.2
48,3,0,3,1,3,0,335,-36.1
35,2,0,1,0,0,0,184,-36.4
30,4,2,6,1,3,0,152,-36.1
41,4,0,4,1,3,0,75,-36.1
56,0,1,0,0,2,0,122,-42.7
48,2,0,6,0,6,0,85,-33.0
35,4,1,4,0,3,0,30,-36.1
35,1,2,3,0,8,0,188,-47.1
33,6,0,6,0,2,0,794,-42.7
34,4,0,6,0,0,0,222,-36.4
54,4,2,4,0,0,0,182,-36.4
43,3,0,0,2,1,0,1618,-41.8
35,2,0,6,1,3,0,156,-36.1
27,2,1,6,1,8,0,401,-47.1
43,3,0,0,0,0,0,153,-46.2
32,2,1,6,0,0,0,103,-46.2
31,1,1,1,1,5,0,231,-42.0
49,3,0,0,0,0,0,384,-36.4
42,3,2,3,1,0,0,20,-36.4
37,2,0,6,1,9,0,140,-29.8
40,2,1,1,1,0,0,104,-46.2
38,2,0,6,0,3,0,240,-36.1
40,3,0,0,0,0,0,215,-36.4
51,4,0,4,1,1,0,22,-41.8
32,6,1,4,1,0,0,68,-46.2
29,3,0,0,1,1,0,148,-41.8
49,1,0,1,1,2,0,226,-42.7
35,3,0,2,0,0,0,112,-46.2
41,2,0,3,0,2,0,823,-42.7
25,2,0,1,1,0,0,152,-46.2
29,4,0,4,1,0,0,369,-36.4
27,4,1,1,0,1,0,187,-41.8
27,1,1,4,0,1,0,106,-41.8
48,2,0,1,1,3,0,110,-36.1
44,4,1,4,0,2,0,330,-42.7
47,0,0,0,1,2,0,367,-42.7
52,6,0,4,1,0,0,280,-36.4
34,3,1,2,1,2,0,195,-42.7
46,3,0,2,1,3,0,121,-36.1
32,2,0,1,1,2,0,23,-42.7
35,3,0,2,1,2,0,145,-42.7
39,0,2,1,0,5,0,214,-42.0
51,2,2,6,1,0,0,72,-36.4
37,3,0,3,1,0,0,271,-46.2
33,2,0,1,0,3,0,321,-31.4
48,5,0,0,0,1,0,75,-41.8
58,6,0,6,0,2,0,607,-42.7
50,8,0,6,0,5,0,238,-42.0
42,3,1,2,1,2,0,85,-42.7
32,1,1,5,1,2,0,136,-42.7
36,4,1,4,0,0,0,340,-46.2
40,3,0,2,0,0,0,405,-36.4
27,2,2,1,1,0,0,206,-36.4
41,4,0,4,1,8,0,466,-47.1
38,2,0,6,1,3,0,20,-36.1
30,3,0,0,1,8,0,202,-47.1
30,3,0,3,2,1,0,361,-41.8
50,3,0,0,0,0,0,100,-36.4
46,4,0,3,1,0,0,1135,-36.4
24,1,0,1,0,0,0,122,-36.4
27,10,0,6,1,0,0,207,-46.2
58,5,1,4,1,1,0,565,-41.8
39,7,0,6,1,1,0,72,-41.8
31,2,0,6,1,0,0,173,-46.2
48,8,0,6,0,1,0,467,-41.8
31,3,0,3,1,2,0,229,-42.7
22,11,1,1,0,2,0,154,-42.7
50,1,1,1,1,2,0,99,-42.7
27,2,0,6,1,2,0,226,-42.7
32,4,1,4,1,3,0,84,-36.1
45,0,2,0,1,2,0,458,-42.7
33,3,0,0,0,0,0,496,-46.2
33,7,2,4,1,3,0,150,-36.1
37,2,0,6,1,3,0,198,-36.1
51,0,2,1,0,8,0,145,-47.1
50,2,2,6,1,0,0,155,-46.2
34,3,0,0,0,1,0,276,-41.8
45,1,0,1,0,3,0,138,-36.1
44,2,0,6,1,0,0,203,-46.2
37,3,0,3,0,1,0,15,-41.8
41,4,0,1,0,3,0,697,-36.1
37,2,1,1,0,0,0,71,-46.2
43,2,0,6,1,8,0,114,-47.1
39,6,0,6,0,0,0,169,-36.4
29,1,0,1,0,2,0,479,-42.7
37,4,1,6,1,0,0,749,-36.4
42,3,0,0,1,2,0,962,-42.7
48,6,0,6,1,3,0,207,-31.4
57,2,0,2,1,0,0,353,-36.4
39,6,0,6,1,8,0,126,-47.1
29,2,1,1,1,2,0,303,-42.7
29,1,1,1,0,0,0,207,-36.4
49,9,0,1,0,3,0,144,-36.1
49,3,1,1,1,0,0,430,-46.2
33,7,0,1,1,0,0,74,-46.2
36,2,0,6,1,3,0,223,-36.1
53,3,0,0,0,2,0,247,-42.7
56,5,0,1,0,1,3,383,-39.8
36,4,1,5,0,5,0,158,-42.0
59,0,2,5,2,2,0,246,-42.7
39,3,0,3,0,0,0,193,-36.4
31,3,0,1,0,0,0,128,-46.2
35,4,0,6,0,0,0,215,-36.4
43,3,0,0,1,8,0,268,-47.1
41,2,2,6,1,3,0,188,-36.1
29,2,0,1,1,0,0,1871,-46.2
35,1,1,1,2,0,0,119,-46.2
36,2,1,6,1,2,0,106,-42.7
58,5,2,4,1,5,0,321,-42.0
35,4,1,6,0,2,0,128,-42.7
26,0,1,5,1,0,0,140,-46.2
29,2,0,6,0,6,0,77,-33.0
36,2,0,1,1,2,0,136,-42.7
36,2,1,6,0,0,0,1119,-46.2
29,3,0,0,1,2,0,472,-42.7
57,0,0,0,1,2,0,381,-42.7
31,3,1,3,1,0,0,42,-46.2
31,8,0,6,1,1,0,207,-40.8
31,1,0,3,1,1,0,326,-40.8
34,4,2,4,0,2,0,116,-42.7
91,5,0,6,0,9,0,223,-29.8
28,11,1,5,1,3,0,453,-38.3
32,11,1,6,0,0,0,107,-36.4
37,2,0,6,0,2,0,1009,-42.7
41,1,0,6,0,0,0,158,-36.4
29,2,0,6,1,2,0,39,-42.7
38,4,1,1,1,3,0,265,-36.1
30,6,1,6,0,2,0,211,-42.7
55,3,2,0,0,0,0,130,-46.2
32,2,0,6,1,8,0,166,-47.1
34,10,0,5,1,3,0,684,-36.1
30,2,0,6,1,9,0,475,-29.8
75,5,0,0,1,2,0,67,-33.6
48,3,0,3,1,3,0,602,-36.1
34,4,1,6,1,3,0,336,-36.1
34,1,0,4,0,0,0,190,-46.2
36,4,0,4,0,1,0,38,-41.8
52,6,0,6,0,3,0,1488,-36.1
49,4,0,4,1,2,0,70,-42.7
34,6,0,6,1,0,0,247,-36.4
38,3,1,3,0,0,0,91,-36.4
55,0,0,0,1,8,0,1435,-47.1
36,3,0,2,1,0,0,306,-36.4
52,1,0,3,1,3,0,110,-36.1
30,4,1,4,1,0,0,377,-46.2
39,3,0,1,0,0,0,248,-46.2
64,0,0,0,0,6,0,208,-33.0
51,7,0,1,0,1,0,93,-41.8
54,6,0,5,1,2,0,154,-33.6
41,3,0,3,0,1,0,204,-41.8
56,5,0,1,1,3,0,674,-36.1
30,2,1,6,1,1,0,244,-40.8
46,4,0,4,0,8,4,189,-34.6
43,1,1,1,0,2,0,385,-42.7
31,1,1,1,0,0,0,450,-46.2
45,10,0,6,0,8,0,82,-47.1
25,2,1,1,0,1,0,175,-41.8
33,2,0,1,1,0,0,412,-46.2
51,5,0,4,0,0,0,118,-36.4
26,11,1,1,1,8,0,116,-47.1
37,2,0,6,1,8,0,214,-34.6
46,2,1,1,1,5,0,294,-42.0
32,4,1,6,0,3,0,51,-36.1
31,8,0,6,1,1,0,464,-41.8
36,3,0,3,1,0,0,39,-46.2
49,1,0,0,0,3,0,309,-36.1
46,3,0,3,1,0,0,410,-46.2
29,4,1,6,0,0,0,50,-46.2
38,4,0,3,0,5,0,99,-42.0
22,3,1,2,2,0,0,270,-36.4
42,3,0,0,1,8,0,35,-47.1
38,3,1,6,0,0,0,392,-36.4
44,4,0,4,1,3,0,236,-36.1
39,1,1,1,0,0,0,206,-36.4
65,2,0,6,1,0,0,407,-40.0
31,3,0,4,1,0,0,303,-46.2
41,1,2,3,0,1,0,147,-41.8
42,7,0,0,1,0,0,170,-36.4
27,2,1,4,1,2,0,1061,-42.7
57,4,0,4,1,5,0,302,-42.0
51,2,0,6,0,5,0,220,-42.0
41,3,0,0,0,0,0,404,-36.4
34,4,1,6,0,0,0,162,-46.2
56,1,0,0,1,1,0,287,-41.8
38,1,2,1,1,8,0,263,-47.1
55,3,2,0,0,5,0,98,-42.0
29,3,0,3,1,0,0,29,-46.2
40,7,2,0,0,5,0,108,-30.1
33,1,3,1,0,1,0,11,-41.8
27,2,1,6,0,2,0,130,-42.7
39,2,0,6,0,3,0,145,-36.1
40,3,0,3,0,5,0,71,-42.0
33,2,1,6,1,5,0,73,-42.0
27,8,1,6,1,1,0,244,-41.8
57,8,0,6,1,5,0,48,-42.0
55,10,0,4,1,4,0,323,-26.9
25,11,1,1,0,1,0,485,-39.8
35,7,1,3,1,2,0,50,-42.7
29,4,1,3,0,0,0,20,-46.2
54,2,0,6,1,5,0,215,-30.1
53,5,2,4,1,0,0,104,-36.4
30,10,1,6,0,2,0,361,-42.7
44,3,0,2,0,0,0,57,-46.2
36,3,0,2,0,0,0,135,-36.4
28,6,1,6,1,0,0,193,-46.2
24,1,1,1,0,0,0,134,-36.4
33,2,0,6,0,4,0,18,-40.4
30,2,1,1,1,0,0,153,-46.2
36,2,0,6,1,0,0,136,-36.4
34,3,0,2,0,0,0,319,-46.2
37,3,0,4,0,0,0,114,-46.2
47,4,1,4,1,3,0,396,-36.1
31,8,1,1,1,2,0,151,-42.7
45,3,0,2,1,1,0,117,-41.8
40,3,0,1,0,2,0,319,-42.7
34,3,0,0,1,2,0,87,-42.7
47,3,0,2,1,3,0,43,-36.1
37,10,0,6,1,5,0,151,-42.0
31,2,1,6,1,0,0,451,-36.4
40,4,0,4,1,3,0,146,-36.1
37,3,1,4,1,0,0,105,-36.4
54,2,0,1,0,1,0,455,-40.8
26,2,0,1,0,1,0,48,-41.8
32,4,1,6,0,4,0,96,-26.9
45,4,0,4,0,2,0,158,-42.7
49,7,0,0,1,3,0,155,-36.1
29,4,0,1,0,2,0,321,-42.7
34,3,0,0,1,8,0,249,-47.1
38,2,0,1,1,0,0,260,-36.4
58,8,0,6,0,5,0,224,-42.0
38,2,0,1,1,5,0,67,-42.0
36,1,0,6,1,5,0,86,-42.0
58,3,0,0,1,1,0,570,-41.8
44,3,0,2,0,3,0,128,-36.1
55,2,0,0,0,1,0,137,-41.8
24,3,1,3,0,0,0,504,-36.4
31,2,1,6,0,3,0,116,-36.1
31,4,0,4,1,3,0,58,-36.1
59,2,1,6,0,3,16,259,-31.4
36,2,1,1,1,3,0,320,-31.4
50,8,0,3,1,0,3,673,-46.2
50,6,0,6,0,5,0,66,-42.0
40,2,1,1,1,0,0,142,-46.2
56,8,2,1,0,5,0,79,-42.0
55,6,0,6,1,5,0,99,-30.1
41,4,0,3,1,1,0,307,-41.8
45,2,2,6,0,0,0,114,-36.4
38,3,0,3,1,0,0,75,-46.2
43,3,0,3,0,0,0,323,-36.4
37,3,0,0,0,8,0,125,-47.1
37,6,0,6,0,5,0,114,-42.0
49,3,0,0,0,1,0,57,-41.8
30,4,3,6,0,4,17,131,-49.5
36,8,0,3,1,8,0,313,-47.1
48,6,0,6,1,5,0,118,-42.0
31,3,0,0,0,2,0,317,-42.7
29,4,1,3,0,5,0,224,-42.0
31,2,1,1,0,5,0,511,-42.0
47,4,0,4,0,0,0,301,-36.4
36,3,0,2,2,1,0,154,-41.8
38,4,0,4,0,0,0,407,-36.4
25,3,1,0,0,0,0,206,-46.2
29,4,1,4,0,3,0,245,-36.1
33,4,1,1,1,2,0,1422,-42.7
49,6,0,6,0,5,0,65,-42.0
49,3,0,0,1,0,0,109,-36.4
53,4,0,2,1,0,0,673,-46.2
32,3,0,3,1,0,0,166,-36.4
